URL	Pret	Tip procesor:	Chipset video:	Video:	CPUMark	GPUMark	Capacitate HDD:	Tip unitate stocare:	Memorie:	Greutate (Kg):	Sistem de operare:
http://www.cel.ro/calculatoare-desktop/mini-pc-dell-optiplex-9020-m-i5_4590t-500gb-8gb-win7pro-l/	3879	intel core i5 4590t 	intel	hd  4600	5484	706	500		8	1.28 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-twr-i5_6500-500gb-4gb-dvdrw-win7pro-l/	3749	intel core i5 6500	intel	intel hd  530	5736	964	500		4	9,43 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i5_4460-1tb-8gb-win8-l/	3354	intel core i5 4460	intel	intel hd  4600	6350	710	1000		8	7.2	windows 7
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-mt-i5_4590-128gb-8gb-win10-l/	4434	intel core i5 4590 	intel	hd  4600	6953	706	128		8	9.4 kg	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-acer-extensa-x2610g-dual-core-n3050-500gb-4gb-dvdrw-l/	919	intel celeronn3050	intel	intel hd 	-	311	500		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i3_4160-500gb_7200rpm-4gb-dvdrw-3-ani-garantie-l/	1599	intel core i3 4160 	intel	hd 	4383	-	500		4	9.4kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e73-twr-i5_4460s-1tb_7200rpm-4gb-gt620-1gb-win7-pro-l/	2849	intel core i5 4460s 	nvidia	gt620	6350	-	1000		4	7.5 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktopplusmonitor-hp-400-g3-mt-i7_6700-500gb-4gb-l/	3224	intel core i7 6700	intel	intel hd  530	11003	964	500		4	6.5	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-mt-i7_4790-256gb-16gb-win7-pro-l/	4894	intel core i7 4790 	intel	hd  4600	11204	706	256		16	9.4 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-600-g1-sff-i5_4590-500gb-4gb-win8-l/	3549	intel core i5 4590	intel	hd  4400	6953	547	500		4	7.6 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-acer-veriton-z4710g-i3_4170-500gb-4gb-dvdrw-win8pro-fullhd-l/	3694	intel core i3 4170	intel	intel hd  4400	4583	547	500		4		windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-proone-400-g2-aio-i5_6500t-1tb-8gb-dvdrw-win10-hdplus-l/	3399	intel core i5 6500t	intel	intel hd  530	5736	964	1000		8	5.45	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-mt-i5_6500-500gb-8gb-win10pro-l/	3484	intel core i5 6500	intel	intel hd  530	5736	964	500		8	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300_22isu-aio-i5_6200u-4gb-1tb-gt920a-2gb-fullhd-l/	2749	intel core i5 6200u	nvidia	gt920a	3898	-	1000		4	6.5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-mt-i7_6700-500gb-8gb-l/	2899	intel core i7 6700	intel	intel hd  530	11003	964	500		8	8kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-dell-xps-18-aio-i5_4210u-1tbplus32gb-8gb-win8-full-hd-touch-l/	4509	intel core i5 4210u 	intel	hd  4400	3384	547	1000		8	2.29 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-3620-mt-i7_6700-1tb-8gb-quadro-k620-2gb-win10-l/	5624	intel core i7 6700	nvidia	quadro k620	11003	2263	1000		8	9.1	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-3420-sff-i5_6600-1tb-8gb-quadro-k620-2gb-dvdrw-win7pro-l/	5024	intel core i5 6600	nvidia	quadro k620	7801	2263	1000		8	5.3	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/mini-pc-intel-nuc-kit-dccp847dye-dual-core-847-nohdd-noram-l/	759	intel celeron  847	intel	hd 	950	-					fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-yoga-home-500-i5_5200u-1tbplus8gb-8gb-gt920a-1gb-win10-fullhd-touch-l/	4499	intel core i5 5200u	nvidia	920a	3522	-	1000		8	4.6	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i7_6700t-500gb-8gb-l/	3924	intel core i7 6700t	intel	intel hd  530	8951	964	500		8	8kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-sff-dual-core-g3250-500gb_7200rpm-4gb-3-ani-garantie-l/	1649	intel pentium g3250	intel	hd 	3328	-	500		4	9.4kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-twr-i5_6500-500gb-8gb-win7pro-l/	3804	intel core i5 6500	intel	intel hd  530	5736	964	500		8	9,43 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/apple-mac-pro-six_core-xeon-e5-3.5ghz-256gb-16gb-d500-3gb-ro-l/	19469	intel xeon  e5 1650v2	firepro d500		-	-	256		16	5 kg	mac os
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i5_4460-500gb-4gb-win8pro-l/	2679	intel core i5 4460	intel	intel hd  4600	6350	710	500		4	7.2	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3040-sff-i5_6500-500gb-4gb-win10pro-l/	3069	intel core i5 6500	intel	intel hd  530	5736	964	500		4	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/mini_pc-dell-optiplex-3020-micro-dual-core-g3250t-500gb_7200rpm-4gb-l/	1379	intel pentium  g3250t	intel	hd 	2841	-	500		4	1.28 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i3_4170-500gb-4gb-win10pro-l/	2199	intel core i3 4170	intel	intel hd  4400	4583	547	500		4	7.2	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-sff-i5_4590-500gb-8gb-win7-l/	3519	intel core i5 4590	intel	hd  4600	6953	706	500		8	6 kg	windows 7
http://www.cel.ro/calculatoare-desktop/desktop-hp-z240-sff-i7_6700-1tb-8gb-win10pro-l/	5369	intel core i7 6700	intel	intel hd  530	11003	964	1000		8	5.7	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-z240t-i7_6700-2tbplus256gb-8gb-quadro-k620-2gb-win10pro-l/	7444	intel core i7 6700	nvidia	 quadro k620	11003	2263	256		8	8.6	windows 10 pro
http://www.cel.ro/calculatoare-desktop/mini_pc-intel-nuc-kit-boxnuc6i3syh-i3_6100u-nohdd-noram-l/	1449	intel core i3 6100u	intel	intel hd  520	3505	788	nohdd		noram		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i7_6700-1tb-8gb-radeon-r7-350x-4gb-win8pro-l/	5394	intel core i7 6700	amd	r7 350x	11003	-	1000		8	8kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/mini-pc-dell-optiplex-9020-m-i5_4590t-128gb-8gb-win7pro-l/	4089	intel core i5 4590t 	intel	hd  4600	5484	706	128		8	1.28 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-t1700-sff-i5_4590-500gb-8gb-firepro-w2100-2gb-win8pro-l/	3909	intel core i5 4590 	amd	firepro w2100	6953	905	500		8		windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i7_6700-500gb-8gb-win10-l/	4769	intel core i7 6700	intel	intel hd  530	11003	964	500		8	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-z440-xeon-e5_1620v3-256gb-32gb-quadro-k2200-4gb-win10pro-l/	10884	intel xeon  e5 1620v3	nvidia	quadro k2200	-	3422	256		32	11 kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-mt-i5_4590-500gb-4gb-win7pro-l/	3329	intel core i5 4590 	intel	hd  4600	6953	706	500		4	9.4 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkstation-p300-xeon-e3_1226v3-1tbplus8gb-8gb-win7pro-l/	4969	intel xeon e3 1226 v3	intel	intel hd  p4600	-	604	1000		8	13	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-z240t-i7_6700-256gb-8gb-win10pro-l/	5619	intel core i7 6700	intel	intel hd  530	11003	964	256		8	8.6	windows 10 pro
http://www.cel.ro/calculatoare-desktop/mini_pc-intel-nuc-kit-nuc5cpyh-dual-core-n3050-nohdd-noram-l/	649	intel celeron  n3050	intel hd 		899	311	nohdd		noram		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-acer-aspire-xc_705-i5_4460-1tb-4gb-radeon-r7-370-2gb-l/	2214	intel core i5 4460	amd	r7 370	6350	4461	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/mini_pc-hp-prodesk-600-g2-i5_6500t-500gb-8gb-win7pro-l/	3659	intel core i5 6500t	intel	intel hd  530	5736	964	500		8	1.3	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/diaxxa-best-buy-dual-core-g1820-2.7ghz-500gb-4gb-plus-monitor-led-philips-18.5inch-l/	1169	intel celeron core		intel hd 	-	311	500		4	3.3 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3240-aio-i5_6500-500gb-4gb-win10pro-fhd-l/	4629	intel core i5 6500	intel	intel hd  530	5736	964	500		4	7.37	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-b50_30-i5_4460t-1tb-8gb-gt840a-2gb-win8-fullhd-l/	4399	intel core i5 4460t 	nvidia	gt820a	4876	-	1000		8	9kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-maguay-expertstation-i3_4170-500gb_7200rpm-4gb-l/	1299	intel core i3 4170 	intel	intel hd 	4583	311	500		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-mt-i5_4590-500gb-4gb-l/	2349	intel core i5 4590 	intel	hd  4600	6953	706	500		4	9.4 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i5_6500-500gb-4gb-win10pro-l/	3874	intel core i5 6500	intel	intel hd  530	5736	964	500		4	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i3_4160-500gb-4gb-win8-l/	2324	intel core i3 4160 	intel	hd  4400	4383	547	500		4	9.4 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/mini_pc-dell-optiplex-3020-i3_4160t-500gb-4gb-ubuntu-l/	1849	intel core i3 4160t 	intel	intel hd  4400	4383	547	500		4	1.28 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-asus-k20cd-i5_6400-1tb-4gb-nvidia-gt720-2gb-l/	2314	intel core i5 6400	nvidia	gt720	5286	-	1000		4	6	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-c260-dual-core-j1800-500gb-4gb-dvdrw-hdplus-alb-l/	1299	intel celeron  j1800	intel	hd 	1030	-	500		4	3.5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-maguay-expertstation-i5_4460-1tb-7200rpm-4gb-l/	1699	intel core i5 4460		intel hd  4600	6350	710	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/mini_pc-lenovo-ideacentre-m73-tiny-dual-core-g3240t-500gb-4gb-win8pro-l/	2249	intel pentium g3240t	intel	intel hd  4400	2988	547	500		4		windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktopplusmonitor-hp-prodesk-280g1-mt-i3_4160-500gb-4gb-dvdrw-win10pro-l/	2724	intel core i3 4160	intel	intel hd  4400	4383	547	500		4	6.5	windows 10 pro
http://www.cel.ro/calculatoare-desktop/diaxxa-best-buy-dual-core-g3260-3.3ghz-1tb-4gb-plus-monitor-led-philips-18.5inch-l/	1229			intel hd 	-	311	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300s-quad-core-n3700-1tb-4gb-gt720-2gb-dvdrw-l/	1399	intel pentium  n3700	nvidia	gt720	1879	-	1000		4	5.9	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-inspiron-3459-aio-i3_6100u-1tb-4gb-dvdrw-win10-fullhd-negru-l/	3409	intel core i3 6100u	intel	intel hd  520	3505	788	1000		4	6.28	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkstation-p300-xeon-e3_1246v3-256gb-8gb-win7pro-l/	5919	intel xeon e3 1246 v3	intel	intel hd  p4600	-	604	256		8	13	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-m800z-aio-i5_6400-1tb-4gb-win10pro-fullhd-l/	4644	intel core i5 6400	intel	intel hd  530	5286	964	1000		4	7.7	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-asus-et2230int_b015q-aio-i5_4460t-1tb-4gb-gt820m-1gb-touch-win8-l/	3499	intel core i5 4460t 	nvidia	gt820m	4876	-	1000		4	7.22 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3030-aio-i5_4590s-500gb_5400rpm-4gb-touch-win7-pro-l/	3899	intel core i5 4590s 	intel	intel hd  4600	6953	710	500		4	6.3kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/mini_pc-lenovo-ideacentre-200_01bw-i3_5005u-1tb_5400rpm-4gb-l/	1199	intel core i3 5005u	intel	intel hd 	2910	311	1000		4	1 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3030-aio-i5_4590s-500gb-8gb-win8pro-hdplus-touch-l/	4039	intel core i5 4590s 	intel	hd  4600	6953	706	500		8	6.33 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-z240t-i7_6700-1tbplus256gb-8gb-win10pro-l/	6239	intel core i7 6700	intel	intel hd  530	11003	964	256		8	8.6	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i5_6500-500gb-4gb-win7pro-l/	3829	intel core i5 6500	intel	intel hd  530	5736	964	500		4	8kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-3420-sff-xeon-e3_1240-v5-500gb-8gb-quadro-k420-2gb-win7pr-l/	5169	intel xeon e3 1240 v5	nvidia	quadro k420	-	830	500		8	5.3	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-3620-mt-xeon-e3_1240v5-256gb-8gb-quadro-k420-2gb-win10-l/	5834	intel xeon e3 1240v5	nvidia	quadro k420	-	830	256		8	9.1	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-mt-i5_4590-500gb-4gb-win10-l/	3234	intel core i5 4590 	intel	hd  4600	6953	706	500		4	9.4 kg	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-mt-i5_4590-500gb_7200rpm-4gb-l/	2804	intel core i5 4590 	intel	intel hd  4600	6953	710	500		4	9.4 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-asus-zen-z240icgt-i7_6700t-512gb-32gb-gtx960m-4gb-win10-uhd-touch-l/	9869	intel core i7 6700t	nvidia	gtx960m	8951	1670	512		32	7.3	windows 10
http://www.cel.ro/calculatoare-desktop/micro_pc-intel-compute-stick-quad-core-z3735f-32gb-2gb-win10-l/	539	intel atom z3735f	intel	intel hd 	910	311	32		2	54 g	windows 10
http://www.cel.ro/calculatoare-desktop/diaxxa-office-i3_4170-3.7ghz-1tb-8gb-plus-monitor-led-philips-18.5inch-l/	1629	intel core i3 4170		intel hd  4400	4583	547	1000		8	3.3kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i3_6100-256gb-16gb-win8pro-l/	3599	intel core i3 6100	intel	intel hd  530	3820	964	256		16	8kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-1tb-8gb-win10-l/	3044	intel core i5 4590 	intel	hd  4600	6953	706	1000		8	9.4 kg	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-500gb-4gb-win8-pro-l/	2849	intel core i5 4590 	intel	hd  4600	6953	706	500		4	9.4 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/mini_pc-dell-optiplex-3020-micro-i5_4590t-500gb-4gb-l/	2239	intel core i5 4590t	intel	intel hd  4600	5484	710	500		4	1.28 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-asus-k31ad_ro025d-i3_4170-1tb-4gb-dvdrw-l/	1649	intel core i3 4170 	intel	hd  4400	4583	547	1000		4	8.6 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-m800-i5_6500-1tb-8gb-win10pro-l/	3814	intel core i5 6500	intel	intel hd  530	5736	964	1000		8	12,5	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-m800-sff-i5_6500-500gb-4gb-win10pro-l/	3494	intel core i5 6500	intel	intel hd  530	5736	964	500		4	9	windows 10 pro
http://www.cel.ro/calculatoare-desktop/mini_pc-hp-elitedesk-800-g2-i5_6500-1tbplus8gb-8gb-win10pro-l/	3884	intel core i5 6500	intel	intel hd  530	5736	964	1000		8	1,3	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-sff-i5_4590-500gb_7200rpm-4gb-win7-pro-l/	2699	intel core i5 4590 	intel	hd  4600	6953	706	500		4	6 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-fujitsu-esprimo-d556-e85plus-i5_6400-500gb-4gb-l/	2144	intel core i5 6400	intel	intel hd  530	5286	964	500		4	8	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3040-mt-i3_6100-500gb-4gb-l/	2109	intel core i3 6100	intel	intel hd  530	3820	964	500		4	7.99	linux
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-h50_50-mt-i5_4460-1tb_7200rpm-4gb-l/	1799	intel core i5 4460	intel	hd  4600	6350	706	1000		4	7.1kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300s-i3_4170-1tb-4gb-dvdrw-l/	1499	intel core i3 4170	intel	intel hd  4400	4583	547	1000		4	5.9	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-sff-i7_6700-1tb-8gb-l/	4249	intel corei7 6700	intel	intel hd  530	-	964	1000		8	4.48kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-t1700-mt-xeon-e3_1241v3-1tb-8gb-firepro-w2100-1tb-win8pro-l/	5604	intel xeon  e3 1241 v3	amd	firepro w2100	-	905	1000		8		windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/apple-imac-27-i5-3.3ghz-2tb-8gb-radeon-r9-m395-2gb-os-x-el-capitan-5k-retina-int-l/	11119	intel core i5	amd	r9 m395	2197	-	2000		8	9.54	mac os
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-490-g3-mt-i3_6100-500gb-4gb-win10-l/	2649	intel core i3 6100	intel	intel hd  530	3820	964	500		4	7,05	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-t7810-xeon-e5_2630v3-1tb-32gb-firepro-w5100-4gb-win8-l/	13264	intel xeon  e5 2630 v3	amd	firepro w5100	-	2824	1000		32		windows 8.1
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300-aio-i3_6100u-1tb-4gb-fullhd-alb-l/	2199	intel core i3 6100u			3505	-	1000		4	6.5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-asus-k31cd_ro010d-i5_6400-1tb-4gb-gt730-2gb-l/	2299	intel core i5 6400	nvidia	gt730	5286	-	1000		4	8.6	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e73-mt-i3_4160-500gb_7200rpm-4gb-dvd_rw-v2-l/	1699	intel core i3 4160 	intel	hd  4400	4383	547	500		4	7.5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-proone-400-g2-aio-i3_6100t-500gb-4gb-dvdrw-win10-hdplus-l/	3324	intel core i3 6100t	intel	intel hd  530	4788	964	500		4	5.45	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300_20ish-i3_6100-1tb-4gb-dvdrw-l/	1599	intel core i3 6100	intel	intel hd  530	3820	964	1000		4	7.1 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/diaxxa-vishera-powered-by-asus-fx_6300-1tb_7200rpm-8gb-gt_730-4gb-l/	1599	fx 6300 x6 6 core	nvidia	gt 730	-	928	1000		8		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-sff-i5_6500-500gb-8gb-l/	3569	intel core i5 6500	intel	intel hd  530	5736	964	500		8	4.48kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-m800z-aio-i5_6400-500gb-4gb-win10pro-fullhd-l/	4499	intel core i5 6400	intel	intel hd  530	5286	964	500		4	7.7	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-1tb-8gb-win8pro-l/	3184	intel core i5 4590 	intel		6953	-	1000		8	9.4 kg	
http://www.cel.ro/calculatoare-desktop/desktop-asus-et2323iuk-i5_5200u-1tbplus8gb-8gb-fullhd-l/	2954	intel core i5 5200u	intel	intelintel hd  5500	3522	-	1000		8	9	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i7_4790-1tb-8gb-win8-l/	3984	intel core i7 4790	intel	intel hd  4600	11204	710	1000		8	7.2	windows 7
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i5_6500-500gb-8gb-win10pro-l/	4269	intel core i5 6500	intel	intel hd  530	5736	964	500		8	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e73-mt-i5_4460s-500gb-4gb-l/	2149	intel core i5 4460s	intel hd 	intel hd  4600	6350	710	500		4	7.5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300_20ish-i3_6100-1tb-4gb-nvidia-gt720-2gb-dvdrw-l/	1699	intel core i3 6100	nvidia	gt720	3820	-	1000		4	7.1 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-acer-aspire-xc_705-i7_4770-128gb-4gb-radeon-r7-340-2gb-l/	3119	intel core i7 4770	amd	r7 340	7065	-	128		4	8.5	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-280-g1-mt-i3_4160-500gb_7200rpm-4gb-dvd_rw-plus-monitor-hp-v212a-l/	1999	intel core i3 4160 	intel	intel hd  4400	4383	547	500		4	7.05 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-500gb-4gb-win8pro-l/	2904	intel core i5 4590 	intel	hd  4600	6953	706	500		4	9.4 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-z440-xeon-e5_1620v3-2tbplus256gb-16gb-win10pro-l/	8214	intel xeon  e5 1620v3	fara placa video		-	-	256		16	11 kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-asrock-ion3d_152db-d525-320gb-2gb-gt218-l/	1594	intel atom  d525	nvidia	gt 218m	698	-	320		2	2.5	fara sistem
http://www.cel.ro/calculatoare-desktop/diaxxa-evolution-i3_4170-3.7ghz-1tb_7200rpm-8gb-r7-240-oc-4gb-ddr3-l/	1849	intel core i3 4170 	amd	r7 240	4583	962	1000		8		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-sff-i5_6500-500gb-8gb-dvdrw-l/	3444	intel core i5 6500	intel	intel hd  530	5736	964	500		8	4.48kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-asus-rog-g20cb-i7_6700-1tbplus128gb-16gb-nvidia-gtx960-2gb-win7-l/	6599	intel core i7 6700 	nvidia	gtx 960	11003	5938	1000		16	6.38 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/mini-pc-dell-optiplex-9020-m-i5_4590t-500gb-4gb-win7pro-l/	3339	intel core i5 4590t 	intel	hd  4600	5484	706	500		4	1.28 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i7_4790-1tb-8gb-l/	3419	intel core i7 4790	intel	intel hd  4600	11204	710	1000		8	7.2	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-700_22ish-aio-i5_6400t-1tbplus8gb-8gb-gt930a-2gb-fhd-l/	3199	intel core i5 6400t	nvidia	gt930a	5286	-	1000		8	7.5	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3040-mt-i5_6500-1tb-8gb-win10-l/	3419	intel core i5 6500	intel	intel hd  530	5736	964	1000		8	7.99	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-m900-i5_6500-256gb-8gb-win10pro-l/	4169	ntel core i5 6500	intel	intel hd  530	-	964	256		8	12.5	windows 10 pro
http://www.cel.ro/calculatoare-desktop/micro_pc-lenovo-ideacentre-stick-300-quad-core-z3735f-32gb-2gb-win10-l/	539	intel atom z3735f	intel	intel hd 	910	311	32		2	0.5	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-asus-m70ad-i5_4460-1tbplus8gb-8gb-nvidia-gtx760-3gb-l/	2799	intel core i5 4460	nvidia	gtx760	6350	5068	1000		8	9.8 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/apple-mac-pro-quad_core-xeon-e5-3.7ghz-256gb-12gb-d300-2gb-int-l/	14354	intel xeon  e5 1620v2	firepro d300		-	-	256		12	5 kg	mac os
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-mt-i5_6500-500gb-8gb-win10-l/	3449	intel core i5 6500	intel	intel hd  530	5736	964	500		8	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-aio-300-i3_6100u-1tb-4gb-nvidia-gt920a-2gb-l/	2349	intel core i3 6100u	nvidia	gt920a	3505	-	1000		4	6.5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-c40_30-aio-i3_5005u-1tb-4gb-dvd_rw-fhd-alb-l/	2199	intel core i3 5005u	intel hd  5500		2910	560	1000		4	5,5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/diaxxa-entra-powered-by-asus-fx_4320-1tb_7200rpm-4gb-plus-monitor-asus-vs197de-l/	1399	fx 43200 x4 4 core			-	-	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/apple-imac-27-i5-3.2ghz-1tb-8gb-radeon-r9-m380-2gb-os-x-el-capitan-5k-retina-int-l/	8899	intel core i5	amd	r9 m380	2197	3001	1000		8	9.54	mac os
